Sender;Ngram;Count
Telegram;('y', 'o', 'u');11
Telegram;('o', 'u', '!');1
Telegram;('u', '!', ' ');1
Telegram;('!', ' ', 'T');1
Telegram;(' ', 'T', 'h');1
Telegram;('T', 'h', 'e');1
Telegram;('h', 'e', 's');1
Telegram;('e', 's', 'e');1
Telegram;('s', 'e', ' ');3
Telegram;('e', ' ', 'm');2
Telegram;('i', 'l', 'e');1
Telegram;('l', 'e', 's');2
Telegram;('e', 's', 't');1
Telegram;('s', 't', 'o');1
Telegram;('t', 'o', 'n');1
Telegram;('o', 'n', 'e');3
Telegram;('n', 'e', 's');1
Telegram;('e', 's', ' ');1
Telegram;('s', ' ', 'w');1
Telegram;(' ', 'w', 'e');2
Telegram;('w', 'e', 'r');1
Telegram;('e', 'r', 'e');1
Telegram;(' ', 'm', 'a');1
Telegram;('m', 'a', 'd');1
Telegram;('a', 'd', 'e');1
Telegram;('d', 'e', ' ');2
Telegram;('e', ' ', 'p');2
Telegram;(' ', 'p', 'o');1
Telegram;('p', 'o', 's');1
Telegram;('o', 's', 's');1
Telegram;('s', 's', 'i');2
Telegram;('s', 'i', 'b');1
Telegram;('i', 'b', 'l');1
Telegram;('b', 'l', 'e');1
Telegram;('l', 'e', ' ');4
Telegram;('e', ' ', 'b');1
Telegram;(' ', 'b', 'y');2
Telegram;('b', 'y', ' ');2
Telegram;('y', ' ', 'u');1
Telegram;('s', ' ', 'l');2
Telegram;(' ', 'l', 'i');6
Telegram;('l', 'i', 'k');1
Telegram;('i', 'k', 'e');1
Telegram;('k', 'e', ' ');1
Telegram;('e', ' ', 'y');3
Telegram;('o', 'u', ' ');5
Telegram;('u', ' ', 'w');2
Telegram;(' ', 'w', 'h');3
Telegram;('w', 'h', 'o');1
Telegram;('h', 'o', ' ');1
Telegram;('o', ' ', 'i');2
Telegram;(' ', 'i', 'n');5
Telegram;('i', 'n', 'v');1
Telegram;('n', 'v', 'i');2
Telegram;('v', 'i', 't');2
Telegram;('i', 't', 'e');2
Telegram;('t', 'e', ' ');5
Telegram;('h', 'e', 'i');1
Telegram;('e', 'i', 'r');1
Telegram;('i', 'r', ' ');1
Telegram;('r', ' ', 'f');1
Telegram;('f', 'r', 'i');1
Telegram;('r', 'i', 'e');1
Telegram;('i', 'e', 'n');1
Telegram;('e', 'n', 'd');1
Telegram;('n', 'd', 's');1
Telegram;('d', 's', ' ');1
Telegram;('s', ' ', 't');6
Telegram;(' ', 't', 'o');9
Telegram;('t', 'o', ' ');8
Telegram;('o', ' ', 'T');1
Telegram;('m', '.', ' ');1
Telegram;('n', 'I', 'f');1
Telegram;('I', 'f', ' ');1
Telegram;('f', ' ', 'y');3
Telegram;('u', ' ', 'h');1
Telegram;(' ', 'h', 'a');3
Telegram;('h', 'a', 'v');2
Telegram;('a', 'v', 'e');2
Telegram;('e', ' ', 'c');3
Telegram;(' ', 'c', 'o');1
Telegram;('c', 'o', 'n');1
Telegram;('o', 'n', 't');1
Telegram;('n', 't', 'a');1
Telegram;('t', 'a', 'c');1
Telegram;('c', 't', 's');1
Telegram;('t', 's', ' ');7
Telegram;('h', 'a', 't');14
Telegram;('a', 't', ' ');9
Telegram;('t', ' ', 'j');1
Telegram;('d', ' ', 'i');1
Telegram;('i', 'n', ' ');6
Telegram;('n', ' ', 't');1
Telegram;('e', ' ', 'l');4
Telegram;(' ', 'l', 'a');2
Telegram;('l', 'a', 's');1
Telegram;('a', 's', 't');1
Telegram;('s', 't', ' ');4
Telegram;('t', ' ', 'f');2
Telegram;(' ', 'f', 'e');3
Telegram;('f', 'e', 'w');1
Telegram;('w', ' ', 'd');1
Telegram;(' ', 'd', 'a');1
Telegram;('d', 'a', 'y');1
Telegram;('a', 'y', 's');1
Telegram;('y', 's', ',');1
Telegram;('s', ',', ' ');6
Telegram;(',', ' ', 'y');1
Telegram;('u', ' ', 'c');1
Telegram;(' ', 'c', 'a');2
Telegram;('c', 'a', 'n');2
Telegram;('n', ' ', 'w');1
Telegram;('w', 'e', 'l');1
Telegram;('e', 'l', 'c');1
Telegram;('l', 'c', 'o');1
Telegram;('c', 'o', 'm');1
Telegram;('o', 'm', 'e');1
Telegram;('m', 'e', ' ');1
Telegram;('h', 'e', 'm');1
Telegram;('e', 'm', ' ');1
Telegram;('m', ' ', 'u');1
Telegram;('u', 's', 'i');1
Telegram;('s', 'i', 'n');1
Telegram;('i', 'n', 'g');4
Telegram;('n', 'g', ' ');2
Telegram;('g', ' ', 'o');1
Telegram;(' ', 'o', 'n');3
Telegram;('n', 'e', ' ');2
Telegram;('e', ' ', 'o');5
Telegram;(' ', 'o', 'f');9
Telegram;('o', 'f', ' ');9
Telegram;('f', ' ', 'T');1
Telegram;('a', 'm', 'Γ');1
Telegram;('m', 'Γ', 'Ç');1
Telegram;('Γ', 'Ç', 'Ö');1
Telegram;('Ç', 'Ö', 's');1
Telegram;('Ö', 's', ' ');1
Telegram;('s', ' ', 'u');2
Telegram;(' ', 'u', 'n');1
Telegram;('u', 'n', 'i');1
Telegram;('n', 'i', 'q');1
Telegram;('i', 'q', 'u');1
Telegram;('q', 'u', 'e');1
Telegram;('u', 'e', ' ');1
Telegram;('e', ' ', 'f');1
Telegram;('f', 'e', 'a');2
Telegram;('e', 'a', 't');3
Telegram;('a', 't', 'u');2
Telegram;('t', 'u', 'r');2
Telegram;('u', 'r', 'e');2
Telegram;('r', 'e', 's');2
Telegram;('e', 's', ',');2
Telegram;(',', ' ', 's');1
Telegram;('s', 'u', 'c');1
Telegram;('u', 'c', 'h');1
Telegram;('c', 'h', ' ');2
Telegram;('h', ' ', 'a');2
Telegram;(' ', 'a', 's');3
Telegram;('a', 's', ' ');3
Telegram;('s', ' ', 'a');3
Telegram;(' ', 'a', 'n');4
Telegram;('a', 'n', 'i');2
Telegram;('n', 'i', 'm');1
Telegram;('i', 'm', 'a');1
Telegram;('m', 'a', 't');1
Telegram;('a', 't', 'e');5
Telegram;('t', 'e', 'd');1
Telegram;('d', ' ', 's');1
Telegram;(' ', 's', 't');1
Telegram;('s', 't', 'i');1
Telegram;('t', 'i', 'c');3
Telegram;('i', 'c', 'k');1
Telegram;('c', 'k', 'e');1
Telegram;('k', 'e', 'r');2
Telegram;('e', 'r', ' ');2
Telegram;('r', ' ', 'o');1
Telegram;(' ', 'o', 'r');4
Telegram;('o', 'r', ' ');6
Telegram;('r', ' ', 'a');1
Telegram;(' ', 'a', ' ');4
Telegram;('a', ' ', 'v');1
Telegram;(' ', 'v', 'i');1
Telegram;('v', 'i', 'd');1
Telegram;('i', 'd', 'e');3
Telegram;('d', 'e', 'o');1
Telegram;('e', 'o', ' ');1
Telegram;('o', ' ', 'm');1
Telegram;(' ', 'm', 'e');1
Telegram;('m', 'e', 's');1
Telegram;('e', 's', 's');2
Telegram;('s', 's', 'a');1
Telegram;('s', 'a', 'g');1
Telegram;('a', 'g', 'e');1
Telegram;('g', 'e', '.');1
Telegram;('e', '.', '\\');3
Telegram;('n', 'T', 'o');2
Telegram;('T', 'o', ' ');1
Telegram;('o', ' ', 'f');1
Telegram;(' ', 'f', 'i');1
Telegram;('f', 'i', 'n');1
Telegram;('i', 'n', 'd');1
Telegram;('d', ' ', 'o');1
Telegram;(' ', 'o', 'u');1
Telegram;('o', 'u', 't');3
Telegram;('u', 't', ' ');3
Telegram;('t', ' ', 'm');1
Telegram;('e', ' ', 'a');4
Telegram;(' ', 'a', 'b');2
Telegram;('a', 'b', 'o');2
Telegram;('b', 'o', 'u');2
Telegram;('t', ' ', 'T');1
Telegram;('m', ' ', 'f');1
Telegram;(',', ' ', 'h');1
Telegram;('a', ' ', 'l');1
Telegram;(' ', 'l', 'o');1
Telegram;('l', 'o', 'o');1
Telegram;('o', 'o', 'k');1
Telegram;('o', 'k', ' ');1
Telegram;('k', ' ', 'a');2
Telegram;(' ', 'a', 't');1
Telegram;('t', ' ', 'h');1
Telegram;(' ', 'h', 't');1
Telegram;('h', 't', 't');2
Telegram;('t', 't', 'p');2
Telegram;('t', 'p', 's');2
Telegram;('p', 's', ':');2
Telegram;('s', ':', '/');2
Telegram;(':', '/', '/');2
Telegram;('/', '/', 't');2
Telegram;('/', 't', '.');1
Telegram;('t', '.', 'm');1
Telegram;('.', 'm', 'e');1
Telegram;('m', 'e', '/');1
Telegram;('e', '/', 'T');1
Telegram;('/', 'T', 'e');1
Telegram;('a', 'm', 'T');1
Telegram;('m', 'T', 'i');1
Telegram;('T', 'i', 'p');1
Telegram;('i', 'p', 's');1
Telegram;('p', 's', '/');1
Telegram;('s', '/', '2');1
Telegram;('/', '2', '3');1
Telegram;('2', '3', '3');1
Telegram;('3', '3', ' ');1
Telegram;('3', ' ', 'V');1
Telegram;(' ', 'V', 'o');5
Telegram;('V', 'o', 'i');6
Telegram;('o', 'i', 'c');8
Telegram;('i', 'c', 'e');8
Telegram;('c', 'e', ' ');7
Telegram;('e', ' ', 'C');6
Telegram;(' ', 'C', 'h');13
Telegram;('C', 'h', 'a');12
Telegram;('a', 't', 's');6
Telegram;('s', ' ', '2');1
Telegram;(' ', '2', '.');1
Telegram;('2', '.', '0');1
Telegram;('.', '0', ':');1
Telegram;('0', ':', ' ');1
Telegram;(':', ' ', 'C');1
Telegram;('a', 'n', 'n');4
Telegram;('n', 'n', 'e');4
Telegram;('n', 'e', 'l');4
Telegram;('e', 'l', 's');4
Telegram;('l', 's', ',');1
Telegram;(',', ' ', 'M');3
Telegram;(' ', 'M', 'i');1
Telegram;('M', 'i', 'l');2
Telegram;('o', 'n', 's');4
Telegram;('n', 's', ' ');5
Telegram;('s', ' ', 'o');5
Telegram;('f', ' ', 'L');1
Telegram;(' ', 'L', 'i');4
Telegram;('L', 'i', 's');3
Telegram;('i', 's', 't');7
Telegram;('s', 't', 'e');5
Telegram;('t', 'e', 'n');4
Telegram;('e', 'n', 'e');4
Telegram;('n', 'e', 'r');3
Telegram;('r', 's', ',');1
Telegram;(',', ' ', 'R');1
Telegram;(' ', 'R', 'e');4
Telegram;('R', 'e', 'c');3
Telegram;('e', 'c', 'o');4
Telegram;('c', 'o', 'r');4
Telegram;('o', 'r', 'd');4
Telegram;('r', 'd', 'e');2
Telegram;('d', 'e', 'd');2
Telegram;('d', ' ', 'C');2
Telegram;('t', 's', ',');1
Telegram;(',', ' ', 'A');2
Telegram;(' ', 'A', 'd');1
Telegram;('A', 'd', 'm');1
Telegram;('d', 'm', 'i');2
Telegram;('m', 'i', 'n');2
Telegram;('n', ' ', 'T');1
Telegram;(' ', 'T', 'o');1
Telegram;('T', 'o', 'o');2
Telegram;('o', 'o', 'l');2
Telegram;('o', 'l', 's');2
Telegram;('l', 's', '\\');1
Telegram;('s', '\\', 'n');6
Telegram;('\\', 'n', 'M');2
Telegram;('n', 'M', 'i');1
Telegram;('f', ' ', 'C');1
Telegram;(' ', 'C', 'o');1
Telegram;('C', 'o', 'n');1
Telegram;('o', 'n', 'c');1
Telegram;('n', 'c', 'u');1
Telegram;('c', 'u', 'r');2
Telegram;('u', 'r', 'r');2
Telegram;('r', 'r', 'e');2
Telegram;('r', 'e', 'n');2
Telegram;('e', 'n', 't');2
Telegram;('n', 't', ' ');3
Telegram;('t', ' ', 'L');1
Telegram;('r', 's', '\\');2
Telegram;('\\', 'n', 'Γ');10
Telegram;('n', 'Γ', 'Ç');10
Telegram;('Γ', 'Ç', 'ó');10
Telegram;('Ç', 'ó', ' ');10
Telegram;('ó', ' ', 'S');3
Telegram;(' ', 'S', 't');1
Telegram;('S', 't', 'a');1
Telegram;('t', 'a', 'r');1
Telegram;('a', 'r', 't');3
Telegram;('r', 't', ' ');1
Telegram;('t', ' ', 'l');1
Telegram;('l', 'i', 'm');1
Telegram;('i', 'm', 'i');1
Telegram;('m', 'i', 't');1
Telegram;('i', 't', 'l');3
Telegram;('t', 'l', 'e');3
Telegram;('s', 's', ' ');1
Telegram;('s', ' ', 'V');1
Telegram;('s', ' ', 'i');1
Telegram;('n', ' ', 'G');1
Telegram;(' ', 'G', 'r');1
Telegram;('G', 'r', 'o');1
Telegram;('o', 'u', 'p');1
Telegram;('u', 'p', 's');1
Telegram;('p', 's', ' ');1
Telegram;('a', 'n', 'd');2
Telegram;('l', 's', '.');1
Telegram;('s', '.', '\\');3
Telegram;('ó', ' ', 'H');1
Telegram;(' ', 'H', 'o');1
Telegram;('H', 'o', 's');1
Telegram;('o', 's', 't');1
Telegram;('t', ' ', 'd');1
Telegram;(' ', 'd', 'i');1
Telegram;('d', 'i', 's');1
Telegram;('i', 's', 'c');1
Telegram;('s', 'c', 'u');1
Telegram;('c', 'u', 's');1
Telegram;('u', 's', 's');1
Telegram;('s', 'i', 'o');1
Telegram;('t', ' ', 'c');1
Telegram;('n', ' ', 'b');1
Telegram;(' ', 'b', 'e');2
Telegram;('b', 'e', ' ');1
Telegram;('l', 'i', 's');5
Telegram;('o', ' ', 'b');1
Telegram;('y', ' ', 'm');1
Telegram;('f', ' ', 'p');2
Telegram;(' ', 'p', 'e');4
Telegram;('p', 'e', 'o');2
Telegram;('e', 'o', 'p');2
Telegram;('o', 'p', 'l');2
Telegram;('p', 'l', 'e');2
Telegram;('e', ' ', 's');2
Telegram;(' ', 's', 'i');1
Telegram;('s', 'i', 'm');1
Telegram;('i', 'm', 'u');1
Telegram;('m', 'u', 'l');1
Telegram;('u', 'l', 't');1
Telegram;('l', 't', 'a');1
Telegram;('t', 'a', 'n');1
Telegram;('a', 'n', 'e');1
Telegram;('n', 'e', 'o');1
Telegram;('e', 'o', 'u');1
Telegram;('o', 'u', 's');1
Telegram;('u', 's', 'l');1
Telegram;('s', 'l', 'y');1
Telegram;('l', 'y', '.');1
Telegram;('y', '.', '\\');1
Telegram;('\\', 'n', 'V');1
Telegram;('n', 'V', 'o');1
Telegram;('t', ' ', 'R');1
Telegram;('r', 'd', 'i');1
Telegram;('d', 'i', 'n');1
Telegram;('n', 'g', 's');2
Telegram;('g', 's', '\\');2
Telegram;('ó', ' ', 'R');2
Telegram;('r', 'd', ' ');1
Telegram;('d', ' ', 'v');1
Telegram;(' ', 'v', 'o');1
Telegram;('v', 'o', 'i');2
Telegram;(' ', 'c', 'h');3
Telegram;('c', 'h', 'a');4
Telegram;('o', ' ', 's');3
Telegram;(' ', 's', 'h');2
Telegram;('s', 'h', 'a');1
Telegram;('h', 'a', 'r');1
Telegram;('a', 'r', 'e');1
Telegram;('r', ' ', 'p');2
Telegram;(' ', 'p', 'u');1
Telegram;('p', 'u', 'b');1
Telegram;('u', 'b', 'l');1
Telegram;('b', 'l', 'i');1
Telegram;('i', 's', 'h');1
Telegram;('s', 'h', ' ');1
Telegram;('h', ' ', 'i');1
Telegram;('n', ' ', 'C');1
Telegram;('l', 's', ' ');3
Telegram;('l', 'a', 't');1
Telegram;('t', 'e', 'r');2
Telegram;('e', 'r', '.');1
Telegram;('r', '.', '\\');1
Telegram;(' ', 'S', 'e');3
Telegram;('S', 'e', 'e');2
Telegram;('e', 'e', ' ');2
Telegram;('t', ' ', 'a');1
Telegram;('a', ' ', 'c');2
Telegram;('t', ' ', 'i');2
Telegram;(' ', 'i', 's');2
Telegram;('i', 's', ' ');3
Telegram;('s', ' ', 'b');1
Telegram;('b', 'e', 'i');1
Telegram;('e', 'i', 'n');1
Telegram;('g', ' ', 'r');1
Telegram;(' ', 'r', 'e');2
Telegram;('r', 'e', 'c');1
Telegram;('d', ' ', 'f');1
Telegram;('m', ' ', 't');2
Telegram;('e', ' ', 'r');1
Telegram;('r', 'e', 'd');1
Telegram;('d', ' ', 'd');1
Telegram;(' ', 'd', 'o');1
Telegram;('d', 'o', 't');1
Telegram;('o', 't', ' ');1
Telegram;('t', ' ', 'n');1
Telegram;('n', 'e', 'x');1
Telegram;('e', 'x', 't');2
Telegram;('x', 't', ' ');1
Telegram;('t', ' ', 't');5
Telegram;(' ', 'i', 't');1
Telegram;('i', 't', 's');1
Telegram;(' ', 't', 'i');2
Telegram;('t', 'i', 't');2
Telegram;('l', 'e', '.');1
Telegram;('n', 'I', 'm');1
Telegram;('I', 'm', 'p');1
Telegram;('m', 'p', 'r');1
Telegram;('p', 'r', 'o');1
Telegram;('r', 'o', 'v');1
Telegram;('o', 'v', 'e');1
Telegram;('v', 'e', 'd');1
Telegram;('d', ' ', 'L');1
Telegram;('t', ' ', 'o');3
Telegram;('f', ' ', 'P');1
Telegram;(' ', 'P', 'a');1
Telegram;('P', 'a', 'r');1
Telegram;('r', 't', 'i');2
Telegram;('i', 'c', 'i');2
Telegram;('c', 'i', 'p');2
Telegram;('i', 'p', 'a');2
Telegram;('p', 'a', 'n');2
Telegram;('a', 'n', 't');3
Telegram;('n', 't', 's');2
Telegram;('t', 's', '\\');1
Telegram;('r', ' ', 'b');1
Telegram;(' ', 'b', 'i');1
Telegram;('b', 'i', 'o');1
Telegram;('i', 'o', ' ');1
Telegram;('o', ' ', 't');1
Telegram;(' ', 't', 'e');1
Telegram;('t', 'e', 'x');1
Telegram;('x', 't', 's');1
Telegram;('s', ' ', 'r');1
Telegram;(' ', 'r', 'i');1
Telegram;('r', 'i', 'g');1
Telegram;('i', 'g', 'h');1
Telegram;('g', 'h', 't');1
Telegram;('h', 't', ' ');1
Telegram;(' ', 'p', 'a');1
Telegram;('p', 'a', 'r');2
Telegram;('t', 's', '.');1
Telegram;(' ', 'R', 'a');1
Telegram;('R', 'a', 'i');1
Telegram;('a', 'i', 's');1
Telegram;('i', 's', 'e');1
Telegram;('o', 'u', 'r');5
Telegram;('u', 'r', ' ');5
Telegram;('r', ' ', 'h');1
Telegram;('s', 'h', 'o');1
Telegram;('h', 'o', 'w');1
Telegram;('o', 'w', ' ');1
Telegram;('w', ' ', 'a');1
Telegram;(' ', 'a', 'd');1
Telegram;('a', 'd', 'm');1
Telegram;('i', 'n', 's');1
Telegram;('s', ' ', 'y');1
Telegram;(' ', 'w', 'a');1
Telegram;('w', 'a', 'n');1
Telegram;(' ', 's', 'p');2
Telegram;('s', 'p', 'e');2
Telegram;('p', 'e', 'a');2
Telegram;('e', 'a', 'k');2
Telegram;('a', 'k', '.');1
Telegram;('k', '.', '\\');1
Telegram;(' ', 'f', 'o');2
Telegram;('f', 'o', 'r');3
Telegram;('r', ' ', 'O');1
Telegram;(' ', 'O', 'r');1
Telegram;('O', 'r', 'g');1
Telegram;('r', 'g', 'a');1
Telegram;('g', 'a', 'n');1
Telegram;('n', 'i', 'z');1
Telegram;('i', 'z', 'e');1
Telegram;('z', 'e', 'r');1
Telegram;('ó', ' ', 'C');3
Telegram;(' ', 'C', 'r');1
Telegram;('C', 'r', 'e');1
Telegram;('r', 'e', 'a');1
Telegram;(' ', 's', 'e');1
Telegram;('s', 'e', 'p');1
Telegram;('e', 'p', 'a');1
Telegram;('a', 'r', 'a');1
Telegram;('r', 'a', 't');1
Telegram;('e', ' ', 'V');1
Telegram;('t', ' ', 'I');1
Telegram;(' ', 'I', 'n');1
Telegram;('I', 'n', 'v');1
Telegram;('e', ' ', 'L');1
Telegram;('L', 'i', 'n');1
Telegram;('i', 'n', 'k');1
Telegram;('n', 'k', 's');1
Telegram;('k', 's', ' ');1
Telegram;('r', ' ', 'l');2
Telegram;('r', ' ', 's');1
Telegram;('a', 'k', 'e');1
Telegram;('a', 'n', 'g');1
Telegram;('n', 'g', 'e');1
Telegram;('g', 'e', ' ');1
Telegram;('r', ' ', 'V');1
Telegram;('o', ' ', 'g');1
Telegram;(' ', 'g', 'i');1
Telegram;('g', 'i', 'v');1
Telegram;('n', ' ', 'i');2
Telegram;(' ', 'i', 'd');1
Telegram;('d', 'e', 'a');1
Telegram;('e', 'a', ' ');1
Telegram;('a', ' ', 'o');1
Telegram;('f', ' ', 't');1
Telegram;(' ', 'c', 'u');1
Telegram;('t', 'o', 'p');1
Telegram;('o', 'p', 'i');1
Telegram;('p', 'i', 'c');1
Telegram;('i', 'c', '.');1
Telegram;('c', '.', '\\');1
Telegram;('ó', ' ', 'J');1
Telegram;(' ', 'J', 'o');1
Telegram;('J', 'o', 'i');1
Telegram;('n', ' ', 'V');1
Telegram;('r', ' ', 'C');1
Telegram;('o', ' ', 'h');1
Telegram;(' ', 'h', 'i');1
Telegram;('h', 'i', 'd');1
Telegram;('p', 'e', 'r');2
Telegram;('r', 's', 'o');1
Telegram;('s', 'o', 'n');1
Telegram;('o', 'n', 'a');1
Telegram;('n', 'a', 'l');1
Telegram;('a', 'l', ' ');1
Telegram;('l', ' ', 'a');1
Telegram;('a', 'c', 'c');1
Telegram;('c', 'c', 'o');1
Telegram;('c', 'o', 'u');1
Telegram;('u', 'n', 't');1
Telegram;('n', 't', '.');1
Telegram;('t', '.', '\\');1
Telegram;('\\', 'n', 'S');1
Telegram;('n', 'S', 'w');1
Telegram;('S', 'w', 'i');1
Telegram;('w', 'i', 'p');2
Telegram;('i', 'p', 'e');2
Telegram;('p', 'e', ' ');2
Telegram;('e', ' ', 'A');1
Telegram;(' ', 'A', 'c');1
Telegram;('A', 'c', 't');1
Telegram;('t', 'i', 'o');2
Telegram;('n', ' ', 'S');1
Telegram;('S', 'e', 't');1
Telegram;('e', 't', 't');1
Telegram;('t', 't', 'i');1
Telegram;('t', 'i', 'n');1
Telegram;('C', 'h', 'o');1
Telegram;('h', 'o', 'o');1
Telegram;('o', 'o', 's');1
Telegram;('o', 's', 'e');1
Telegram;('w', 'h', 'i');1
Telegram;('h', 'i', 'c');1
Telegram;('i', 'c', 'h');1
Telegram;('s', ' ', 'p');1
Telegram;('e', 'r', 'f');1
Telegram;('r', 'f', 'o');1
Telegram;('o', 'r', 'm');1
Telegram;('r', 'm', 'e');1
Telegram;('m', 'e', 'd');1
Telegram;('d', ' ', 'w');1
Telegram;('w', 'h', 'e');1
Telegram;('h', 'e', 'n');1
Telegram;('e', 'n', ' ');1
Telegram;('n', ' ', 'y');2
Telegram;('u', ' ', 's');1
Telegram;(' ', 's', 'w');1
Telegram;('s', 'w', 'i');1
Telegram;(' ', 'l', 'e');1
Telegram;('l', 'e', 'f');1
Telegram;('e', 'f', 't');1
Telegram;('f', 't', ' ');1
Telegram;('s', 't', ':');1
Telegram;('t', ':', ' ');1
Telegram;(':', ' ', 'P');1
Telegram;(' ', 'P', 'i');1
Telegram;('P', 'i', 'n');1
Telegram;('i', 'n', ',');1
Telegram;('n', ',', ' ');1
Telegram;(' ', 'M', 'a');1
Telegram;('M', 'a', 'r');1
Telegram;('a', 'r', 'k');1
Telegram;('r', 'k', ' ');1
Telegram;('s', ' ', 'R');1
Telegram;('R', 'e', 'a');1
Telegram;('e', 'a', 'd');1
Telegram;('a', 'd', ',');1
Telegram;('d', ',', ' ');1
Telegram;(' ', 'A', 'r');1
Telegram;('A', 'r', 'c');1
Telegram;('r', 'c', 'h');1
Telegram;('c', 'h', 'i');1
Telegram;('h', 'i', 'v');1
Telegram;('v', 'e', ',');1
Telegram;('e', ',', ' ');1
Telegram;(' ', 'M', 'u');1
Telegram;('M', 'u', 't');1
Telegram;('u', 't', 'e');1
Telegram;('r', ' ', 'D');1
Telegram;(' ', 'D', 'e');1
Telegram;('D', 'e', 'l');1
Telegram;('l', 'e', 't');1
Telegram;('e', 't', 'e');1
Telegram;('t', 'e', '.');1
Telegram;('n', 'M', 'o');1
Telegram;('M', 'o', 'r');1
Telegram;('t', 'h', 'i');1
Telegram;('h', 'i', 's');1
Telegram;(' ', 'u', 'p');1
Telegram;('u', 'p', 'd');1
Telegram;('p', 'd', 'a');1
Telegram;('d', 'a', 't');1
Telegram;('t', 'e', ':');1
Telegram;('e', ':', '\\');1
Telegram;(':', '\\', 'n');1
Telegram;('\\', 'n', 'h');1
Telegram;('n', 'h', 't');1
Telegram;('/', 't', 'e');1
Telegram;('t', 'e', 'l');1
Telegram;('m', '.', 'o');1
Telegram;('.', 'o', 'r');1
Telegram;('o', 'r', 'g');1
Telegram;('r', 'g', '/');1
Telegram;('g', '/', 'b');1
Telegram;('/', 'b', 'l');1
Telegram;('b', 'l', 'o');1
Telegram;('l', 'o', 'g');1
Telegram;('o', 'g', '/');1
Telegram;('g', '/', 'v');1
Telegram;('/', 'v', 'o');1
Telegram;('c', 'e', '-');1
Telegram;('e', '-', 'c');1
Telegram;('-', 'c', 'h');1
Telegram;('t', 's', '-');1
Telegram;('s', '-', 'o');1
Telegram;('-', 'o', 'n');1
Telegram;('o', 'n', '-');1
Telegram;('n', '-', 's');1
Telegram;('-', 's', 't');1
Telegram;('e', 'r', 'o');1
Telegram;('r', 'o', 'i');1
Telegram;('o', 'i', 'd');1
Telegram;('i', 'd', 's');1
blondtrip24;('D', 'o', ' ');1
blondtrip24;('o', ' ', 'u');3
blondtrip24;(' ', 'u', ' ');6
blondtrip24;('u', ' ', 'r');1
blondtrip24;(' ', 'r', 'e');3
blondtrip24;('r', 'e', 'c');2
blondtrip24;('e', 'c', 'o');2
blondtrip24;('c', 'o', 'g');1
blondtrip24;('o', 'g', 'n');1
blondtrip24;('g', 'n', 'i');1
blondtrip24;('n', 'i', 'z');1
blondtrip24;('i', 'z', 'e');1
blondtrip24;('z', 'e', ' ');1
blondtrip24;('e', ' ', 'm');6
blondtrip24;(' ', 'm', 'e');8
blondtrip24;('m', 'e', '?');2
blondtrip24;('e', '?', ' ');3
blondtrip24;('?', ' ', 'i');2
blondtrip24;(' ', 'i', 'o');1
blondtrip24;('i', 'o', 'n');3
blondtrip24;('o', 'n', 'o');1
blondtrip24;('n', 'o', ' ');1
blondtrip24;('o', ' ', 'h');1
blondtrip24;(' ', 'h', 'o');5
blondtrip24;('h', 'o', 'w');2
blondtrip24;('o', 'w', ' ');3
blondtrip24;('w', ' ', 'i');2
blondtrip24;(' ', 'i', ' ');2
blondtrip24;('i', ' ', 'h');1
blondtrip24;(' ', 'h', 'a');3
blondtrip24;('h', 'a', 'v');1
blondtrip24;('a', 'v', 'e');3
blondtrip24;('v', 'e', ' ');4
blondtrip24;('e', ' ', 'y');4
blondtrip24;(' ', 'y', 'o');10
blondtrip24;('y', 'o', 'u');10
blondtrip24;('o', 'u', 'r');1
blondtrip24;('u', 'r', ' ');1
blondtrip24;('r', ' ', 'n');1
blondtrip24;(' ', 'n', 'u');2
blondtrip24;('n', 'u', 'm');1
blondtrip24;('u', 'm', ' ');2
blondtrip24;('m', ' ', 'i');2
blondtrip24;(' ', 'i', 'n');4
blondtrip24;('i', 'n', ' ');4
blondtrip24;('n', ' ', 'm');1
blondtrip24;(' ', 'm', 'y');3
blondtrip24;('m', 'y', ' ');3
blondtrip24;('y', ' ', 'c');1
blondtrip24;(' ', 'c', 'o');2
blondtrip24;('c', 'o', 'n');1
blondtrip24;('o', 'n', 't');1
blondtrip24;('n', 't', 'a');1
blondtrip24;('t', 'a', 'c');1
blondtrip24;('a', 'c', 't');1
blondtrip24;('c', 't', 's');1
blondtrip24;('t', 's', ' ');2
blondtrip24;('s', ' ', 'b');1
blondtrip24;(' ', 'b', 'u');3
blondtrip24;('b', 'u', 't');2
blondtrip24;('u', 't', ' ');3
blondtrip24;('t', ' ', 'i');1
blondtrip24;(' ', 'i', 't');5
blondtrip24;('i', 't', ' ');5
blondtrip24;('t', ' ', 'r');2
blondtrip24;('c', 'o', 'm');2
blondtrip24;('o', 'm', 'm');1
blondtrip24;('m', 'm', 'e');1
blondtrip24;('m', 'e', 'n');1
blondtrip24;('e', 'n', 'd');1
blondtrip24;('n', 'd', 'e');1
blondtrip24;('d', 'e', 'd');1
blondtrip24;('e', 'd', ' ');3
blondtrip24;('d', ' ', 'I');1
blondtrip24;(' ', 'I', ' ');6
blondtrip24;('I', ' ', 'a');3
blondtrip24;(' ', 'a', 'd');1
blondtrip24;('a', 'd', 'd');1
blondtrip24;('d', 'd', ' ');1
blondtrip24;('d', ' ', 'y');1
blondtrip24;(' ', 'y', 'a');3
